X,Y,Z_10,Ss_10,Z_5,Ss_5,Z_2,Ss_2
130005.32272395038,359988.3155994545,0.07150013105639859,0.1747100701426615,0.08815998885102067,0.22003388363060342,0.11240075339556448,0.2876210780830424
130004.67519069008,369988.39852051163,0.07095736887934996,0.17311359812025615,0.0874755891958033,0.21798003440130204,0.11133963740634446,0.2844336951841428
130004.02583758894,379988.4814753055,0.07360145710012193,0.17931544837252575,0.0922816024038218,0.22963432342580653,0.11964476678230532,0.30522017621458036
130003.37466633596,389988.5644648385,0.08263406193543714,0.20054551049713878,0.11121402058434386,0.2743469494083155,0.15707622793658002,0.3951512842163634
130002.72167861645,399988.6474900999,0.09467160665128639,0.2279514311887908,0.1445957238986637,0.3452780599769299,0.2345044116924868,0.555452143810722
130002.06687612938,409988.73055207287,0.09016456381732078,0.2176182403395844,0.1251868920331986,0.3073528201781535,0.17941241236663838,0.4499758451722437
130001.41026057,419988.81365174125,0.08232807946099542,0.19873536227048275,0.1104097182761386,0.2725427111404618,0.15211246339343593,0.38560597961629056
130000.75183364384,429988.89679006755,0.07853027143851544,0.1882499822291429,0.11347654090050056,0.27520073025934166,0.17327579242984678,0.42599714915837017
130000.09159705933,439988.97996802366,0.07194481853820711,0.17195378662580152,0.11220217048040307,0.2671752467918452,0.19431126097908444,0.45907240468947874
129999.4295525306,449989.0631865652,0.06390334992473773,0.15225112224672707,0.09086851108743957,0.2195745549814227,0.14403667582014323,0.3505389273433081
129998.76570177244,459989.1464466477,0.05919631804159412,0.1403147888426907,0.08036608084834132,0.19435012197845378,0.1150352901548064,0.2855024322406865
129998.10004650755,469989.2297492135,0.056340373146717276,0.13317608277860973,0.0804421845004073,0.19308424931449863,0.13122046438517185,0.31741095703457195
129997.43258846326,479989.3130952035,0.05290851576611146,0.12465341980807801,0.07715006180435072,0.18420278295414025,0.13754470431459861,0.3265269528152905
129996.76332936961,489989.3964855493,0.048424774162564015,0.11338288293343934,0.06535126327624986,0.1558555661466443,0.09778939918889501,0.23821376382825438
129996.09227096164,499989.47992117837,0.044184090822737394,0.10286385533955039,0.0561803760267461,0.13339225199820598,0.07561383196291947,0.18403392058586063
129995.41941498047,509989.563403011,0.04104560238874006,0.0950384391015392,0.050731887818545054,0.11971615112362864,0.0653618348081429,0.157888432836536
129994.74476316958,519989.6469319553,0.03890059853453672,0.08962703404978715,0.04748806411572176,0.1114224081198762,0.060143800782394945,0.14426881364399738
129994.0683172792,529989.7305089226,0.03754012098084727,0.0861554541872719,0.04559377300534881,0.10650547038078245,0.05739032603628874,0.13694636994659867
129993.39007906118,539989.8141348137,0.036606189234012945,0.08375070675386907,0.04437130848301681,0.10329254138218172,0.05574610542431558,0.1325030707206324
129992.71005027469,549989.8978105191,0.03608421185996705,0.08239896102974303,0.04370719507846844,0.10153147954023846,0.05488496734255999,0.13014693299924002
129992.02823268261,559989.9815369248,0.035841357055212734,0.08177574450519519,0.043397711000073606,0.10071579529536344,0.0544799389435338,0.12904475222900655
129991.34462804941,569990.0653149121,0.03585973199347705,0.08184758704163,0.043404716770304635,0.10076234003144524,0.05445718306695195,0.12901974959623363
129990.65923814854,579990.1491453564,0.036122382488654056,0.08258281959405088,0.0437149137879224,0.10165184532825292,0.05481644723431367,0.1300917021984825
129989.97206475548,589990.2330291237,0.036778324044573,0.08438123209230991,0.044546772946726404,0.10398001540085487,0.05590243629737504,0.13321495849656959
129989.2831096507,599990.3169670728,0.03794305674721085,0.08754908080145994,0.04610731889051006,0.1083075342356912,0.058111598929610174,0.13947479069040894
129988.59237461888,609990.4009600595,0.039947622229511155,0.09290788865715995,0.0489852558750339,0.1161421615164886,0.06256470559278254,0.15180028654807962
129987.8998614495,619990.4850089316,0.04350377786866292,0.10210466728453611,0.0545718397318444,0.13078068537283574,0.07212039255230235,0.17703685566894115
